date,hotel_id,hotel_name,city,country,available_rooms,occupied_rooms,adr_usd,revpar_usd,total_room_revenue_usd,guest_satisfaction_score,complaint_resolution_time_hours,checkin_time_minutes,checkout_time_minutes,housekeeping_turnover_time_min,staff_to_guest_ratio,energy_consumption_per_room_kwh,year,month,month_name,day,day_of_week,is_weekend,occupancy_rate,revenue_per_occupied_room,revenue_efficiency_index
2025-01-18,MIL008,Mitte,Berlin,Germany,390,350,332.66,298.54,116431.0,9.0,3.1,9.9,5.0,29,0.22,37.2,2025,1,January,18,Saturday,1,0.8974358974358975,332.66,0.8974328142848554
2025-01-18,MIL009,Orchard Road,Singapore,Singapore,610,530,216.63,188.22,114813.9,9.7,2.3,8.5,4.8,35,0.28,38.8,2025,1,January,18,Saturday,1,0.8688524590163934,216.63,0.8688547292618751
2025-01-18,MIL010,Union Square,San Francisco,USA,450,344,210.25,160.72,72326.0,8.3,3.1,9.4,6.3,30,0.23,36.5,2025,1,January,18,Saturday,1,0.7644444444444445,210.25,0.7644233055885851
2025-01-19,MIL001,Times Square,New York,USA,650,515,218.7,173.28,112630.5,8.2,2.6,9.0,6.4,30,0.28,44.3,2025,1,January,19,Sunday,1,0.7923076923076923,218.7,0.7923182441700961
2025-01-19,MIL002,Marina Bay,Singapore,Singapore,720,415,234.17,134.97,97180.55,9.2,3.3,7.0,7.1,28,0.24,44.8,2025,1,January,19,Sunday,1,0.5763888888888888,234.17000000000002,0.5763761369944912
2025-01-19,MIL003,Downtown Chicago,Chicago,USA,420,306,243.65,177.52,74556.9,8.5,2.7,9.2,7.1,33,0.25,39.2,2025,1,January,19,Sunday,1,0.7285714285714285,243.64999999999998,0.7285860865996306
2025-01-19,MIL004,Hyde Park,London,UK,510,364,281.35,200.81,102411.4,9.1,3.3,10.3,5.4,33,0.27,37.5,2025,1,January,19,Sunday,1,0.7137254901960784,281.34999999999997,0.7137373378354362
2025-01-19,MIL005,Shinjuku,Tokyo,Japan,680,646,314.81,299.07,203367.26,9.6,1.5,8.8,5.9,36,0.26,44.5,2025,1,January,19,Sunday,1,0.95,314.81,0.9500015882595851
2025-01-19,MIL006,Darling Harbour,Sydney,Australia,560,455,272.56,221.46,124014.8,8.6,3.2,8.6,5.6,31,0.28,41.2,2025,1,January,19,Sunday,1,0.8125,272.56,0.8125183445846786
2025-01-19,MIL007,La Défense,Paris,France,480,455,204.9,194.23,93229.5,8.5,3.0,7.6,4.6,32,0.3,39.1,2025,1,January,19,Sunday,1,0.9479166666666666,204.9,0.9479258174719375
2025-01-19,MIL008,Mitte,Berlin,Germany,390,246,284.53,179.47,69994.38,8.2,2.4,9.4,7.1,30,0.27,41.5,2025,1,January,19,Sunday,1,0.6307692307692307,284.53000000000003,0.6307594981197062
2025-01-19,MIL009,Orchard Road,Singapore,Singapore,610,462,308.87,233.93,142697.94,8.8,3.4,6.1,5.2,31,0.28,38.9,2025,1,January,19,Sunday,1,0.7573770491803279,308.87,0.757373652345647
2025-01-19,MIL010,Union Square,San Francisco,USA,450,323,291.8,209.45,94251.4,8.0,1.3,6.8,5.7,31,0.25,37.0,2025,1,January,19,Sunday,1,0.7177777777777777,291.79999999999995,0.7177861549006168
2025-01-20,MIL001,Times Square,New York,USA,650,583,235.35,211.09,137209.05,9.7,1.6,6.3,7.1,31,0.25,43.9,2025,1,January,20,Monday,0,0.8969230769230769,235.34999999999997,0.8969194816231145
2025-01-20,MIL002,Marina Bay,Singapore,Singapore,720,440,305.08,186.44,134235.2,9.2,2.8,6.5,7.4,37,0.24,43.2,2025,1,January,20,Monday,0,0.6111111111111112,305.08000000000004,0.6111183951750361
2025-01-20,MIL003,Downtown Chicago,Chicago,USA,420,398,222.41,210.76,88519.18,8.8,1.5,8.4,5.2,32,0.27,43.9,2025,1,January,20,Monday,0,0.9476190476190476,222.41,0.9476192617238434
2025-01-20,MIL004,Hyde Park,London,UK,510,334,308.93,202.32,103182.62,8.5,2.4,9.9,6.5,33,0.25,44.7,2025,1,January,20,Monday,0,0.6549019607843137,308.93,0.6549056420548344
2025-01-20,MIL005,Shinjuku,Tokyo,Japan,680,497,315.24,230.4,156674.28,9.0,3.5,7.3,7.2,29,0.3,42.7,2025,1,January,20,Monday,0,0.7308823529411764,315.24,0.7308717167872097
2025-01-20,MIL006,Darling Harbour,Sydney,Australia,560,404,200.79,144.86,81119.16,8.1,2.7,8.7,7.3,35,0.26,44.3,2025,1,January,20,Monday,0,0.7214285714285714,200.79000000000002,0.72145027142786
2025-01-20,MIL007,La Défense,Paris,France,480,427,273.12,242.96,116622.24,8.8,2.3,8.2,5.9,36,0.25,40.2,2025,1,January,20,Monday,0,0.8895833333333333,273.12,0.8895723491505565
2025-01-20,MIL008,Mitte,Berlin,Germany,390,276,231.19,163.61,63808.44,8.2,2.7,6.5,5.1,33,0.22,37.1,2025,1,January,20,Monday,0,0.7076923076923077,231.19,0.7076863186123968
2025-01-20,MIL009,Orchard Road,Singapore,Singapore,610,396,201.51,130.82,79797.96,9.8,3.0,10.3,5.6,32,0.27,44.7,2025,1,January,20,Monday,0,0.6491803278688525,201.51000000000002,0.6491985509404
2025-01-20,MIL010,Union Square,San Francisco,USA,450,418,274.26,254.76,114640.68,9.1,3.2,6.4,5.6,28,0.23,41.7,2025,1,January,20,Monday,0,0.9288888888888889,274.26,0.9288995843360315
2025-01-21,MIL001,Times Square,New York,USA,650,526,298.42,241.49,156968.92,8.3,2.7,8.0,6.5,31,0.27,39.8,2025,1,January,21,Tuesday,0,0.8092307692307692,298.42,0.8092286039809664
2025-01-21,MIL002,Marina Bay,Singapore,Singapore,720,583,208.63,168.93,121631.29,8.8,2.1,7.7,6.7,35,0.29,41.7,2025,1,January,21,Tuesday,0,0.8097222222222222,208.63,0.8097109715764752
2025-01-21,MIL003,Downtown Chicago,Chicago,USA,420,371,229.21,202.47,85036.91,7.9,2.9,6.6,5.0,35,0.28,43.1,2025,1,January,21,Tuesday,0,0.8833333333333333,229.21,0.8833384232799616
2025-01-21,MIL004,Hyde Park,London,UK,510,397,292.55,227.73,116142.35,8.5,2.9,9.8,6.6,33,0.23,42.4,2025,1,January,21,Tuesday,0,0.7784313725490196,292.55,0.7784310374294992
2025-01-21,MIL005,Shinjuku,Tokyo,Japan,680,454,310.76,207.48,141085.04,8.9,2.5,7.7,4.9,30,0.28,38.4,2025,1,January,21,Tuesday,0,0.6676470588235294,310.76,0.6676534946582572
2025-01-21,MIL006,Darling Harbour,Sydney,Australia,560,530,287.61,272.2,152433.3,8.0,3.3,8.7,6.9,37,0.29,41.0,2025,1,January,21,Tuesday,0,0.9464285714285714,287.60999999999996,0.9464204999826152
2025-01-21,MIL007,La Défense,Paris,France,480,360,158.55,118.91,57078.0,8.8,3.1,8.7,5.9,31,0.22,42.9,2025,1,January,21,Tuesday,0,0.75,158.55,0.7499842321034373
2025-01-21,MIL008,Mitte,Berlin,Germany,390,311,218.48,174.22,67947.28,8.0,3.1,6.2,7.3,28,0.3,40.1,2025,1,January,21,Tuesday,0,0.7974358974358975,218.48,0.7974185280117173
2025-01-21,MIL009,Orchard Road,Singapore,Singapore,610,494,229.06,185.5,113155.64,8.6,2.8,10.4,5.2,36,0.24,39.8,2025,1,January,21,Tuesday,0,0.8098360655737705,229.06,0.8098314852003842
2025-01-21,MIL010,Union Square,San Francisco,USA,450,392,240.68,209.66,94346.56,7.7,1.2,7.4,5.8,34,0.27,41.3,2025,1,January,21,Tuesday,0,0.8711111111111111,240.68,0.8711151736745886
2025-01-22,MIL001,Times Square,New York,USA,650,521,255.5,204.79,133115.5,7.9,2.5,9.4,4.5,30,0.29,40.6,2025,1,January,22,Wednesday,0,0.8015384615384615,255.5,0.8015264187866927
2025-01-22,MIL002,Marina Bay,Singapore,Singapore,720,525,291.33,212.43,152948.25,8.6,1.4,8.8,5.5,28,0.24,41.7,2025,1,January,22,Wednesday,0,0.7291666666666666,291.33,0.7291731026670787
2025-01-22,MIL003,Downtown Chicago,Chicago,USA,420,330,242.46,190.5,80011.8,8.2,2.3,7.8,7.4,37,0.25,37.3,2025,1,January,22,Wednesday,0,0.7857142857142857,242.46,0.7856966097500618
2025-01-22,MIL004,Hyde Park,London,UK,510,378,157.41,116.67,59500.98,8.8,2.2,10.1,5.1,36,0.22,44.3,2025,1,January,22,Wednesday,0,0.7411764705882353,157.41,0.7411854392986469
2025-01-22,MIL005,Shinjuku,Tokyo,Japan,680,424,260.08,162.17,110273.92,9.1,1.8,6.4,6.0,33,0.26,40.1,2025,1,January,22,Wednesday,0,0.6235294117647059,260.08,0.6235389111042756
2025-01-22,MIL007,La Défense,Paris,France,480,344,307.26,220.2,105697.44,8.2,2.9,9.1,6.9,36,0.28,43.6,2025,1,January,22,Wednesday,0,0.7166666666666667,307.26,0.7166569029486428
2025-01-22,MIL008,Mitte,Berlin,Germany,390,308,201.9,159.45,62185.2,7.9,3.4,10.1,6.1,31,0.29,38.9,2025,1,January,22,Wednesday,0,0.7897435897435897,201.89999999999998,0.7897473997028231
2025-01-22,MIL009,Orchard Road,Singapore,Singapore,610,500,214.89,176.14,107445.0,8.6,3.1,7.3,7.3,37,0.29,44.9,2025,1,January,22,Wednesday,0,0.819672131147541,214.89,0.8196751826515892
2025-01-22,MIL010,Union Square,San Francisco,USA,450,330,372.98,273.52,123083.4,9.4,3.1,8.2,5.7,34,0.27,42.8,2025,1,January,22,Wednesday,0,0.7333333333333333,372.97999999999996,0.7333369081452088
2025-01-23,MIL001,Times Square,New York,USA,650,584,296.6,266.48,173214.4,8.6,1.5,9.5,4.6,37,0.29,42.0,2025,1,January,23,Thursday,0,0.8984615384615384,296.59999999999997,0.8984490896830748
2025-01-23,MIL002,Marina Bay,Singapore,Singapore,720,684,264.26,251.05,180753.84,8.9,1.3,8.5,5.3,31,0.26,43.0,2025,1,January,23,Thursday,0,0.95,264.26,0.9500113524559147
2025-01-23,MIL003,Downtown Chicago,Chicago,USA,420,189,277.84,125.03,52511.76,8.9,1.8,7.2,6.8,31,0.22,39.1,2025,1,January,23,Thursday,0,0.45,277.84000000000003,0.45000719838756126
2025-01-23,MIL004,Hyde Park,London,UK,510,302,310.51,183.87,93774.02,9.0,3.4,9.4,5.8,30,0.23,41.6,2025,1,January,23,Thursday,0,0.592156862745098,310.51,0.592154842034073
2025-01-23,MIL005,Shinjuku,Tokyo,Japan,680,646,265.08,251.83,171241.68,8.2,1.9,9.6,5.0,34,0.22,40.9,2025,1,January,23,Thursday,0,0.95,265.08,0.9500150897842162
2025-01-23,MIL006,Darling Harbour,Sydney,Australia,560,373,245.81,163.73,91687.13,8.2,2.0,9.7,5.2,28,0.27,42.2,2025,1,January,23,Thursday,0,0.6660714285714285,245.81,0.6660835604735365
2025-01-23,MIL007,La Défense,Paris,France,480,412,189.0,162.22,77868.0,8.3,2.4,6.7,4.6,37,0.24,38.5,2025,1,January,23,Thursday,0,0.8583333333333333,189.0,0.8583068783068784
2025-01-23,MIL008,Mitte,Berlin,Germany,390,350,335.64,301.22,117474.0,9.1,2.8,9.4,4.7,32,0.24,36.6,2025,1,January,23,Thursday,0,0.8974358974358975,335.64,0.8974496484328448
2025-01-23,MIL009,Orchard Road,Singapore,Singapore,610,579,199.86,189.7,115718.94,8.4,2.7,8.6,7.1,35,0.3,41.4,2025,1,January,23,Thursday,0,0.9491803278688524,199.86,0.9491644150905633
2025-01-23,MIL010,Union Square,San Francisco,USA,450,309,294.79,202.42,91090.11,9.0,3.1,9.2,6.0,30,0.29,43.0,2025,1,January,23,Thursday,0,0.6866666666666666,294.79,0.6866582991281929
2025-01-24,MIL001,Times Square,New York,USA,650,495,267.23,203.51,132278.85,8.3,3.1,10.0,5.4,34,0.23,39.7,2025,1,January,24,Friday,0,0.7615384615384615,267.23,0.7615537177712083
2025-01-24,MIL002,Marina Bay,Singapore,Singapore,720,433,331.42,199.31,143504.86,8.7,3.3,7.5,6.1,34,0.25,44.9,2025,1,January,24,Friday,0,0.6013888888888889,331.41999999999996,0.6013819322913524
2025-01-24,MIL003,Downtown Chicago,Chicago,USA,420,311,291.35,215.74,90609.85,7.8,2.4,9.1,4.8,36,0.27,44.9,2025,1,January,24,Friday,0,0.7404761904761905,291.35,0.7404839540072078
2025-01-24,MIL004,Hyde Park,London,UK,510,400,242.2,189.96,96880.0,8.9,2.0,10.0,6.1,32,0.29,36.8,2025,1,January,24,Friday,0,0.7843137254901961,242.2,0.7843104872006607
2025-01-24,MIL005,Shinjuku,Tokyo,Japan,680,646,243.07,230.92,157023.22,7.8,2.5,9.2,6.3,34,0.24,43.5,2025,1,January,24,Friday,0,0.95,243.07,0.9500143991442794
2025-01-24,MIL006,Darling Harbour,Sydney,Australia,560,474,272.84,230.94,129326.16,8.7,1.3,7.7,5.0,33,0.24,42.6,2025,1,January,24,Friday,0,0.8464285714285714,272.84000000000003,0.8464301422078875
2025-01-24,MIL007,La Défense,Paris,France,480,362,274.88,207.31,99506.56,8.1,1.7,7.9,5.2,34,0.26,43.1,2025,1,January,24,Friday,0,0.7541666666666667,274.88,0.7541836437718277
2025-01-24,MIL008,Mitte,Berlin,Germany,390,227,262.66,152.88,59623.82,7.5,1.8,10.2,6.1,29,0.24,36.7,2025,1,January,24,Friday,0,0.5820512820512821,262.66,0.5820452295743546
2025-01-24,MIL009,Orchard Road,Singapore,Singapore,610,477,238.78,186.72,113898.06,8.8,1.6,9.6,5.4,30,0.3,43.2,2025,1,January,24,Friday,0,0.7819672131147541,238.78,0.7819750397855767
2025-01-24,MIL010,Union Square,San Francisco,USA,450,347,324.92,250.55,112747.24,9.3,3.5,8.7,4.8,28,0.27,41.9,2025,1,January,24,Friday,0,0.7711111111111111,324.92,0.7711128893266035
2025-01-25,MIL001,Times Square,New York,USA,650,476,273.31,200.15,130095.56,8.7,2.7,6.2,7.4,33,0.27,44.5,2025,1,January,25,Saturday,1,0.7323076923076923,273.31,0.7323186125644873
2025-01-25,MIL002,Marina Bay,Singapore,Singapore,720,609,265.58,224.64,161738.22,8.8,1.2,7.1,5.7,33,0.28,37.9,2025,1,January,25,Saturday,1,0.8458333333333333,265.58,0.8458468258151969
2025-01-25,MIL003,Downtown Chicago,Chicago,USA,420,338,271.82,218.75,91875.16,9.1,3.1,7.0,6.9,37,0.23,44.8,2025,1,January,25,Saturday,1,0.8047619047619048,271.82,0.8047605032742257
2025-01-25,MIL004,Hyde Park,London,UK,510,408,260.94,208.75,106463.52,8.4,3.0,9.6,6.7,33,0.27,42.3,2025,1,January,25,Saturday,1,0.8,260.94,0.7999923354027746
2025-01-25,MIL005,Shinjuku,Tokyo,Japan,680,646,253.41,240.74,163702.86,8.4,2.4,6.0,6.6,29,0.26,37.9,2025,1,January,25,Saturday,1,0.95,253.40999999999997,0.9500019730870921
2025-01-25,MIL006,Darling Harbour,Sydney,Australia,560,484,259.31,224.12,125506.04,8.4,2.2,7.9,5.1,37,0.22,44.0,2025,1,January,25,Saturday,1,0.8642857142857143,259.31,0.8642937025182215
2025-01-25,MIL007,La Défense,Paris,France,480,338,284.26,200.17,96079.88,8.9,2.7,6.6,5.9,32,0.28,44.2,2025,1,January,25,Saturday,1,0.7041666666666667,284.26,0.7041792724970097
2025-01-25,MIL008,Mitte,Berlin,Germany,390,303,249.06,193.5,75465.18,8.4,1.9,10.5,6.2,36,0.25,42.5,2025,1,January,25,Saturday,1,0.7769230769230769,249.05999999999997,0.7769212238014936
2025-01-25,MIL009,Orchard Road,Singapore,Singapore,610,505,248.65,205.85,125568.25,9.5,1.8,9.1,5.7,28,0.25,41.0,2025,1,January,25,Saturday,1,0.8278688524590164,248.65,0.8278705007038005
2025-01-25,MIL010,Union Square,San Francisco,USA,450,341,245.03,185.68,83555.23,8.5,2.3,7.5,5.8,32,0.23,37.6,2025,1,January,25,Saturday,1,0.7577777777777778,245.03,0.7577847610496674
2025-01-26,MIL001,Times Square,New York,USA,650,491,271.38,205.0,133247.58,8.2,3.4,6.3,7.0,32,0.22,38.4,2025,1,January,26,Sunday,1,0.7553846153846154,271.38,0.7553983344387943
2025-01-26,MIL002,Marina Bay,Singapore,Singapore,720,684,184.4,175.18,126129.6,8.2,2.0,10.1,5.6,32,0.28,43.1,2025,1,January,26,Sunday,1,0.95,184.4,0.95
2025-01-26,MIL003,Downtown Chicago,Chicago,USA,420,337,237.68,190.71,80098.16,8.0,1.8,6.2,5.6,30,0.25,41.2,2025,1,January,26,Sunday,1,0.8023809523809524,237.68,0.8023813530797711
2025-01-26,MIL004,Hyde Park,London,UK,510,395,290.49,224.99,114743.55,9.6,2.8,9.9,7.1,36,0.23,38.3,2025,1,January,26,Sunday,1,0.7745098039215687,290.49,0.7745189163138146
2025-01-26,MIL005,Shinjuku,Tokyo,Japan,680,377,261.67,145.07,98649.59,8.5,3.4,7.6,5.8,28,0.28,39.7,2025,1,January,26,Sunday,1,0.5544117647058824,261.67,0.5544005808843199
2025-01-26,MIL006,Darling Harbour,Sydney,Australia,560,397,292.88,207.63,116273.36,9.2,3.4,7.8,6.7,30,0.28,36.1,2025,1,January,26,Sunday,1,0.7089285714285715,292.88,0.7089251570609123
2025-01-26,MIL007,La Défense,Paris,France,480,364,214.01,162.29,77899.64,8.7,2.4,8.8,4.8,29,0.27,41.9,2025,1,January,26,Sunday,1,0.7583333333333333,214.01,0.7583290500443904
2025-01-26,MIL008,Mitte,Berlin,Germany,390,292,261.7,195.94,76416.4,8.4,3.0,6.3,5.7,31,0.29,37.7,2025,1,January,26,Sunday,1,0.7487179487179487,261.7,0.7487199082919374
2025-01-26,MIL009,Orchard Road,Singapore,Singapore,610,516,246.4,208.43,127142.4,8.9,1.3,10.4,7.0,34,0.22,36.7,2025,1,January,26,Sunday,1,0.8459016393442623,246.39999999999998,0.8459009740259741
2025-01-26,MIL010,Union Square,San Francisco,USA,450,259,180.09,103.65,46643.31,8.9,2.6,8.7,7.0,30,0.27,43.0,2025,1,January,26,Sunday,1,0.5755555555555556,180.09,0.5755455605530568
2025-01-27,MIL001,Times Square,New York,USA,650,590,258.39,234.54,152450.1,8.9,3.4,7.5,5.6,28,0.27,41.0,2025,1,January,27,Monday,0,0.9076923076923077,258.39,0.907697666318356
2025-01-27,MIL002,Marina Bay,Singapore,Singapore,720,516,167.78,120.24,86574.48,9.9,3.2,7.8,6.5,34,0.25,36.8,2025,1,January,27,Monday,0,0.7166666666666667,167.78,0.7166527595660984
2025-01-27,MIL003,Downtown Chicago,Chicago,USA,420,325,243.92,188.75,79274.0,9.5,2.2,7.3,5.9,30,0.23,37.0,2025,1,January,27,Monday,0,0.7738095238095238,243.92,0.7738192850114792
2025-01-27,MIL004,Hyde Park,London,UK,510,393,290.26,223.67,114072.18,8.3,1.7,6.5,7.3,34,0.22,36.6,2025,1,January,27,Monday,0,0.7705882352941177,290.26,0.7705849927651072
2025-01-27,MIL005,Shinjuku,Tokyo,Japan,680,585,361.5,311.0,211477.5,8.8,2.2,7.1,4.9,32,0.29,36.4,2025,1,January,27,Monday,0,0.8602941176470589,361.5,0.8603042876901799
2025-01-27,MIL006,Darling Harbour,Sydney,Australia,560,478,235.88,201.34,112750.64,8.6,2.5,8.2,6.5,33,0.25,42.6,2025,1,January,27,Monday,0,0.8535714285714285,235.88,0.8535696116669493
2025-01-27,MIL007,La Défense,Paris,France,480,376,240.43,188.34,90401.68,8.6,3.0,6.6,7.3,36,0.25,36.1,2025,1,January,27,Monday,0,0.7833333333333333,240.42999999999998,0.7833465041800108
2025-01-27,MIL008,Mitte,Berlin,Germany,390,266,274.99,187.56,73147.34,8.9,1.6,10.1,7.2,32,0.28,40.0,2025,1,January,27,Monday,0,0.6820512820512821,274.99,0.6820611658605767
2025-01-27,MIL009,Orchard Road,Singapore,Singapore,610,363,289.56,172.31,105110.28,9.0,1.2,8.6,7.1,30,0.25,41.3,2025,1,January,27,Monday,0,0.5950819672131148,289.56,0.5950752866418013
2025-01-27,MIL010,Union Square,San Francisco,USA,450,320,288.27,204.99,92246.4,8.4,2.0,8.6,5.2,28,0.23,36.4,2025,1,January,27,Monday,0,0.7111111111111111,288.27,0.7111041731709856
2025-01-28,MIL001,Times Square,New York,USA,650,617,220.12,208.94,135814.04,9.6,2.6,6.5,7.2,37,0.25,41.5,2025,1,January,28,Tuesday,0,0.9492307692307692,220.12,0.949209522078866
2025-01-28,MIL002,Marina Bay,Singapore,Singapore,720,556,291.57,225.16,162112.92,8.7,2.4,10.3,5.1,31,0.28,43.1,2025,1,January,28,Tuesday,0,0.7722222222222223,291.57000000000005,0.7722330829646397
2025-01-28,MIL003,Downtown Chicago,Chicago,USA,420,355,279.24,236.02,99130.2,9.3,2.3,8.1,5.7,34,0.25,37.3,2025,1,January,28,Tuesday,0,0.8452380952380952,279.24,0.8452227474573843
2025-01-28,MIL004,Hyde Park,London,UK,510,469,185.57,170.65,87032.33,8.5,2.1,6.5,4.9,36,0.28,36.9,2025,1,January,28,Tuesday,0,0.9196078431372549,185.57,0.9195990731260442
2025-01-28,MIL005,Shinjuku,Tokyo,Japan,680,601,332.13,293.54,199610.13,8.6,1.8,9.0,5.6,30,0.25,42.9,2025,1,January,28,Tuesday,0,0.8838235294117647,332.13,0.8838105561075483
2025-01-28,MIL006,Darling Harbour,Sydney,Australia,560,532,174.84,166.1,93014.88,8.6,3.1,10.0,5.8,31,0.27,36.5,2025,1,January,28,Tuesday,0,0.95,174.84,0.9500114390299702
2025-01-28,MIL007,La Défense,Paris,France,480,423,291.24,256.66,123194.52,8.0,1.3,8.9,5.3,32,0.25,37.6,2025,1,January,28,Tuesday,0,0.88125,291.24,0.8812663095728609
2025-01-28,MIL008,Mitte,Berlin,Germany,390,289,120.8,89.52,34911.2,9.1,2.6,7.1,5.1,36,0.28,42.9,2025,1,January,28,Tuesday,0,0.7410256410256411,120.79999999999998,0.7410596026490066
2025-01-28,MIL009,Orchard Road,Singapore,Singapore,610,456,241.02,180.17,109905.12,9.4,3.3,9.7,4.6,36,0.29,36.5,2025,1,January,28,Tuesday,0,0.7475409836065574,241.01999999999998,0.747531325201228
2025-01-28,MIL010,Union Square,San Francisco,USA,450,361,307.01,246.29,110830.61,7.3,1.7,8.3,7.2,36,0.3,40.4,2025,1,January,28,Tuesday,0,0.8022222222222222,307.01,0.802221426012182
2025-01-29,MIL001,Times Square,New York,USA,650,617,217.78,206.72,134370.26,8.4,2.9,7.3,4.6,28,0.29,38.3,2025,1,January,29,Wednesday,0,0.9492307692307692,217.78,0.9492148039305721
2025-01-29,MIL002,Marina Bay,Singapore,Singapore,720,554,287.91,221.53,159502.14,8.7,2.3,6.4,6.2,28,0.23,43.7,2025,1,January,29,Wednesday,0,0.7694444444444445,287.91,0.7694418394637212
2025-01-29,MIL003,Downtown Chicago,Chicago,USA,420,369,207.13,181.98,76430.97,7.8,2.4,6.3,5.5,33,0.24,41.9,2025,1,January,29,Wednesday,0,0.8785714285714286,207.13,0.8785786704002317
2025-01-29,MIL004,Hyde Park,London,UK,510,400,258.99,203.13,103596.0,8.3,2.8,7.9,7.1,34,0.3,38.6,2025,1,January,29,Wednesday,0,0.7843137254901961,258.99,0.7843159967566314
2025-01-29,MIL005,Shinjuku,Tokyo,Japan,680,540,287.9,228.63,155466.0,9.0,2.5,9.9,6.1,33,0.26,37.3,2025,1,January,29,Wednesday,0,0.7941176470588235,287.9,0.7941299062174366
2025-01-29,MIL006,Darling Harbour,Sydney,Australia,560,451,277.87,223.78,125319.37,8.7,3.0,9.4,6.4,31,0.23,38.0,2025,1,January,29,Wednesday,0,0.8053571428571429,277.87,0.8053406269118653
2025-01-29,MIL007,La Défense,Paris,France,480,345,296.39,213.03,102254.55,8.5,1.9,8.0,5.3,31,0.29,39.0,2025,1,January,29,Wednesday,0,0.71875,296.39,0.7187489456459395
2025-01-29,MIL008,Mitte,Berlin,Germany,390,278,284.92,203.1,79207.76,9.5,2.0,9.7,6.3,28,0.23,42.8,2025,1,January,29,Wednesday,0,0.7128205128205128,284.91999999999996,0.7128316720482942
2025-01-29,MIL009,Orchard Road,Singapore,Singapore,610,344,205.22,115.73,70595.68,8.6,3.0,9.7,6.2,30,0.29,41.6,2025,1,January,29,Wednesday,0,0.5639344262295082,205.21999999999997,0.5639313907026606
2025-01-29,MIL010,Union Square,San Francisco,USA,450,343,308.01,234.77,105647.43,8.6,2.0,9.3,6.5,29,0.28,37.0,2025,1,January,29,Wednesday,0,0.7622222222222222,308.01,0.762215512483361
2025-01-30,MIL001,Times Square,New York,USA,650,617,277.71,263.61,171347.07,8.8,1.2,10.1,6.0,30,0.25,43.7,2025,1,January,30,Thursday,0,0.9492307692307692,277.71000000000004,0.9492276115372152
2025-01-30,MIL002,Marina Bay,Singapore,Singapore,720,499,278.07,192.72,138756.93,9.6,2.5,9.5,5.2,33,0.25,36.9,2025,1,January,30,Thursday,0,0.6930555555555555,278.07,0.6930628978314813
2025-01-30,MIL003,Downtown Chicago,Chicago,USA,420,291,271.18,187.89,78913.38,9.8,3.3,8.8,7.5,28,0.28,36.2,2025,1,January,30,Thursday,0,0.6928571428571428,271.18,0.692860830444723
2025-01-30,MIL004,Hyde Park,London,UK,510,475,227.21,211.62,107924.75,9.6,2.6,7.4,5.0,35,0.29,37.7,2025,1,January,30,Thursday,0,0.9313725490196079,227.21,0.9313850622771885
2025-01-30,MIL005,Shinjuku,Tokyo,Japan,680,516,208.96,158.56,107823.36,8.0,2.9,9.0,7.4,29,0.26,40.0,2025,1,January,30,Thursday,0,0.7588235294117647,208.96,0.7588055130168453
2025-01-30,MIL006,Darling Harbour,Sydney,Australia,560,347,259.46,160.77,90032.62,8.9,2.6,7.6,7.1,33,0.27,41.8,2025,1,January,30,Thursday,0,0.6196428571428572,259.46,0.6196330840977415
2025-01-30,MIL007,La Défense,Paris,France,480,343,250.64,179.1,85969.52,8.3,3.2,8.7,5.6,33,0.27,42.4,2025,1,January,30,Thursday,0,0.7145833333333333,250.64000000000001,0.714570699010533
2025-01-30,MIL008,Mitte,Berlin,Germany,390,339,243.38,211.55,82505.82,8.9,3.4,7.8,7.1,30,0.22,41.2,2025,1,January,30,Thursday,0,0.8692307692307693,243.38000000000002,0.8692168625195169
2025-01-30,MIL009,Orchard Road,Singapore,Singapore,610,487,381.79,304.81,185931.73,8.3,1.7,6.8,6.7,35,0.28,44.7,2025,1,January,30,Thursday,0,0.7983606557377049,381.79,0.7983708321328479
2025-01-30,MIL010,Union Square,San Francisco,USA,450,339,259.74,195.67,88051.86,9.3,2.2,10.1,6.3,30,0.27,44.9,2025,1,January,30,Thursday,0,0.7533333333333333,259.74,0.7533302533302533
2025-01-31,MIL001,Times Square,New York,USA,650,476,293.51,214.94,139710.76,8.9,3.2,6.2,6.5,31,0.27,44.2,2025,1,January,31,Friday,0,0.7323076923076923,293.51000000000005,0.7323089502913018
2025-01-31,MIL002,Marina Bay,Singapore,Singapore,720,544,140.45,106.12,76404.8,8.7,3.3,10.4,4.7,37,0.23,39.0,2025,1,January,31,Friday,0,0.7555555555555555,140.45000000000002,0.7555713777144892
2025-01-31,MIL003,Downtown Chicago,Chicago,USA,420,359,292.17,249.74,104889.03,9.0,2.0,6.7,7.2,37,0.22,41.0,2025,1,January,31,Friday,0,0.8547619047619047,292.17,0.8547763288496423
2025-01-31,MIL004,Hyde Park,London,UK,510,450,292.72,258.28,131724.0,8.4,2.0,9.2,6.1,33,0.29,40.2,2025,1,January,31,Friday,0,0.8823529411764706,292.72,0.8823449029789558
2025-01-31,MIL005,Shinjuku,Tokyo,Japan,680,503,305.6,226.05,153716.8,8.6,2.3,8.2,6.9,33,0.29,40.6,2025,1,January,31,Friday,0,0.7397058823529412,305.59999999999997,0.7396924083769634
