Date,Hotel_ID,Hotel_Name,City,Country,Available_Rooms,Occupied_Rooms,ADR (USD),RevPAR (USD),Total_Room_Revenue (USD),Guest_Satisfaction_Score,Complaint_Resolution_Time_Hours,Checkin_Time_Minutes,Checkout_Time_Minutes,Housekeeping_Turnover_Time_Min,Staff_to_Guest_Ratio,Energy_Consumption_per_Room_kWh
2025-02-10,MIL002,Milton Marina Bay,Singapore,Singapore,720,684,311.41,295.84,213004.44,9.0,3.0,9.2,7.2,30,0.23,41.5
2025-02-10,MIL003,Milton Downtown Chicago,Chicago,USA,420,340,315.7,255.57,107338.0,8.5,1.4,9.5,5.1,28,0.29,44.0
2025-02-10,MIL004,Milton Hyde Park,London,UK,510,405,290.46,230.66,117636.3,8.3,1.3,7.3,6.4,35,0.22,38.9
2025-02-10,MIL005,Milton Shinjuku,Tokyo,Japan,680,466,336.41,230.54,156767.06,8.8,2.7,9.7,5.4,37,0.26,38.7
2025-02-10,MIL006,Milton Darling Harbour,Sydney,Australia,560,396,272.56,192.74,107933.76,7.4,3.4,9.3,6.2,29,0.23,40.5
2025-02-10,MIL007,Milton La Défense,Paris,France,480,418,297.7,259.25,124438.6,8.5,2.1,10.1,6.1,31,0.25,37.2
2025-02-10,MIL008,Milton Mitte,Berlin,Germany,390,296,325.6,247.12,96377.6,8.6,3.4,8.3,5.0,34,0.28,36.6
2025-02-10,MIL009,Milton Orchard Road,Singapore,Singapore,610,492,273.01,220.2,134320.92,10.3,2.8,9.0,4.5,29,0.23,42.8
2025-02-10,MIL010,Milton Union Square,San Francisco,USA,450,298,334.91,221.78,99803.18,7.4,3.0,7.5,6.7,32,0.25,39.0
2025-02-11,MIL001,Milton Times Square,New York,USA,650,472,278.78,202.44,131584.16,8.6,2.6,8.8,5.3,32,0.24,36.5
2025-02-11,MIL002,Milton Marina Bay,Singapore,Singapore,720,526,162.91,119.01,85690.66,8.8,2.4,10.3,4.9,28,0.23,40.2
2025-02-11,MIL003,Milton Downtown Chicago,Chicago,USA,420,355,335.52,283.59,119109.6,7.4,1.9,7.7,6.3,29,0.28,41.2
2025-02-11,MIL004,Milton Hyde Park,London,UK,510,393,260.4,200.66,102337.2,7.6,3.4,6.1,5.1,32,0.27,37.9
2025-02-11,MIL005,Milton Shinjuku,Tokyo,Japan,680,543,286.44,228.73,155536.92,8.5,3.1,7.7,5.3,37,0.23,44.5
2025-02-11,MIL006,Milton Darling Harbour,Sydney,Australia,560,481,269.54,231.52,129648.74,8.7,2.4,9.4,4.5,32,0.28,43.0
2025-02-11,MIL007,Milton La Défense,Paris,France,480,361,208.0,156.43,75088.0,8.2,2.2,9.6,5.4,32,0.3,36.3
2025-02-11,MIL008,Milton Mitte,Berlin,Germany,390,297,328.11,249.87,97448.67,9.0,3.0,9.2,6.7,28,0.26,43.0
2025-02-11,MIL009,Milton Orchard Road,Singapore,Singapore,610,511,299.17,250.62,152875.87,9.1,3.0,10.4,7.3,32,0.28,42.0
2025-02-11,MIL010,Milton Union Square,San Francisco,USA,450,345,284.8,218.35,98256.0,9.1,1.6,7.1,5.3,36,0.28,40.5
2025-02-12,MIL001,Milton Times Square,New York,USA,650,586,273.58,246.64,160317.88,8.5,2.3,10.1,6.9,31,0.23,41.7
2025-02-12,MIL002,Milton Marina Bay,Singapore,Singapore,720,552,281.55,215.86,155415.6,9.3,2.2,6.6,7.2,30,0.24,43.3
2025-02-12,MIL003,Milton Downtown Chicago,Chicago,USA,420,264,306.43,192.61,80897.52,8.0,3.2,6.8,6.1,33,0.27,38.9
2025-02-12,MIL004,Milton Hyde Park,London,UK,510,411,252.97,203.86,103970.67,9.3,2.8,8.9,4.9,34,0.26,44.1
2025-02-12,MIL005,Milton Shinjuku,Tokyo,Japan,680,514,238.57,180.33,122624.98,9.3,2.7,7.0,5.2,32,0.23,36.7
2025-02-12,MIL006,Milton Darling Harbour,Sydney,Australia,560,526,266.65,250.46,140257.9,8.2,2.1,7.3,5.4,30,0.25,37.8
2025-02-12,MIL007,Milton La Défense,Paris,France,480,340,276.9,196.14,94146.0,9.1,1.5,6.8,5.3,30,0.24,41.2
2025-02-12,MIL008,Milton Mitte,Berlin,Germany,390,314,256.37,206.41,80500.18,8.5,1.8,8.7,7.5,33,0.25,39.3
2025-02-12,MIL009,Milton Orchard Road,Singapore,Singapore,610,470,283.14,218.16,133075.8,8.8,1.2,9.4,5.5,31,0.23,40.7
2025-02-12,MIL010,Milton Union Square,San Francisco,USA,450,376,221.06,184.71,83118.56,9.3,3.4,6.9,4.7,34,0.29,44.6
2025-02-13,MIL001,Milton Times Square,New York,USA,650,461,287.94,204.22,132740.34,8.8,2.5,8.0,7.5,28,0.27,37.8
2025-02-13,MIL002,Milton Marina Bay,Singapore,Singapore,720,474,327.98,215.92,155462.52,8.8,1.8,7.8,7.4,35,0.27,38.0
2025-02-13,MIL003,Milton Downtown Chicago,Chicago,USA,420,388,242.2,223.75,93973.6,8.4,2.7,6.4,4.6,33,0.24,36.7
2025-02-13,MIL004,Milton Hyde Park,London,UK,510,433,259.3,220.15,112276.9,9.8,3.0,9.0,6.7,31,0.24,41.4
2025-02-13,MIL005,Milton Shinjuku,Tokyo,Japan,680,567,236.9,197.53,134322.3,7.8,2.6,10.3,4.7,29,0.29,37.0
2025-02-13,MIL006,Milton Darling Harbour,Sydney,Australia,560,444,255.09,202.25,113259.96,8.5,2.3,8.6,6.0,37,0.28,44.9
2025-02-13,MIL007,Milton La Défense,Paris,France,480,333,257.82,178.86,85854.06,7.9,1.7,8.2,5.0,34,0.25,38.9
2025-02-13,MIL008,Milton Mitte,Berlin,Germany,390,280,357.92,256.97,100217.6,7.5,1.5,9.2,7.1,30,0.23,42.8
2025-02-13,MIL009,Milton Orchard Road,Singapore,Singapore,610,392,288.0,185.08,112896.0,9.0,1.6,9.7,6.0,28,0.28,44.0
2025-02-13,MIL010,Milton Union Square,San Francisco,USA,450,338,282.91,212.5,95623.58,8.2,2.2,9.4,6.6,28,0.23,40.2
2025-02-14,MIL001,Milton Times Square,New York,USA,650,494,283.95,215.8,140271.3,9.2,2.8,10.1,4.9,30,0.3,37.4
2025-02-14,MIL002,Milton Marina Bay,Singapore,Singapore,720,674,303.66,284.26,204666.84,9.3,2.8,7.0,5.1,34,0.23,42.0
2025-02-14,MIL003,Milton Downtown Chicago,Chicago,USA,420,225,252.8,135.43,56880.0,8.9,2.4,8.5,7.3,34,0.3,37.0
2025-02-14,MIL004,Milton Hyde Park,London,UK,510,391,240.14,184.11,93894.74,9.3,3.1,9.9,5.3,32,0.28,36.9
2025-02-14,MIL005,Milton Shinjuku,Tokyo,Japan,680,500,273.13,200.83,136565.0,8.6,2.5,6.5,5.3,32,0.26,36.0
2025-02-14,MIL006,Milton Darling Harbour,Sydney,Australia,560,460,252.57,207.47,116182.2,9.6,2.4,6.9,6.3,33,0.23,38.1
2025-02-14,MIL007,Milton La Défense,Paris,France,480,318,311.32,206.25,98999.76,8.2,2.5,7.5,6.5,35,0.27,38.5
2025-02-14,MIL008,Milton Mitte,Berlin,Germany,390,289,184.73,136.89,53386.97,8.7,3.3,9.4,6.0,37,0.26,39.0
2025-02-14,MIL009,Milton Orchard Road,Singapore,Singapore,610,481,219.38,172.99,105521.78,7.8,2.7,9.4,5.7,32,0.27,43.9
2025-02-14,MIL010,Milton Union Square,San Francisco,USA,450,420,243.14,226.93,102118.8,9.4,2.5,10.1,7.2,35,0.24,42.6
2025-02-15,MIL001,Milton Times Square,New York,USA,650,534,218.57,179.56,116716.38,9.5,2.5,6.3,6.6,31,0.25,44.9
2025-02-15,MIL002,Milton Marina Bay,Singapore,Singapore,720,599,333.03,277.06,199484.97,9.1,2.4,9.5,6.8,34,0.3,40.1
2025-02-15,MIL003,Milton Downtown Chicago,Chicago,USA,420,366,289.09,251.92,105806.94,8.2,3.4,6.1,5.5,32,0.22,44.1
2025-02-15,MIL004,Milton Hyde Park,London,UK,510,286,215.4,120.79,61604.4,8.2,3.1,7.3,6.5,36,0.28,43.0
2025-02-15,MIL005,Milton Shinjuku,Tokyo,Japan,680,360,260.46,137.89,93765.6,7.6,2.3,7.5,5.1,34,0.27,43.5
2025-02-15,MIL006,Milton Darling Harbour,Sydney,Australia,560,465,277.14,230.13,128870.1,9.1,2.8,6.3,4.8,36,0.24,39.2
2025-02-15,MIL007,Milton La Défense,Paris,France,480,358,242.36,180.76,86764.88,8.3,2.2,6.7,6.5,35,0.25,43.1
2025-02-15,MIL008,Milton Mitte,Berlin,Germany,390,337,295.29,255.16,99512.73,8.1,2.9,10.4,5.2,28,0.24,37.1
2025-02-15,MIL009,Milton Orchard Road,Singapore,Singapore,610,445,215.79,157.42,96026.55,9.2,1.6,10.4,6.9,36,0.29,42.8
2025-02-15,MIL010,Milton Union Square,San Francisco,USA,450,342,246.26,187.16,84220.92,9.6,2.4,10.2,5.6,28,0.28,41.2
2025-02-16,MIL001,Milton Times Square,New York,USA,650,417,289.69,185.85,120800.73,9.4,1.5,8.0,5.1,36,0.22,39.2
2025-02-16,MIL002,Milton Marina Bay,Singapore,Singapore,720,454,292.41,184.38,132754.14,8.8,3.2,10.0,4.7,36,0.28,44.1
2025-02-16,MIL003,Milton Downtown Chicago,Chicago,USA,420,351,248.21,207.43,87121.71,9.7,2.2,7.9,6.1,31,0.28,41.7
2025-02-16,MIL004,Milton Hyde Park,London,UK,510,334,212.45,139.13,70958.3,9.1,3.4,9.0,5.1,35,0.23,36.6
2025-02-16,MIL005,Milton Shinjuku,Tokyo,Japan,680,646,319.93,303.93,206674.78,8.4,3.4,7.3,5.0,37,0.24,42.1
2025-02-16,MIL006,Milton Darling Harbour,Sydney,Australia,560,375,272.85,182.71,102318.75,7.8,2.1,10.3,5.8,33,0.3,44.9
2025-02-16,MIL007,Milton La Défense,Paris,France,480,440,183.33,168.05,80665.2,7.9,1.6,8.6,6.1,29,0.26,44.8
2025-02-16,MIL008,Milton Mitte,Berlin,Germany,390,238,252.7,154.21,60142.6,9.8,3.3,8.6,4.9,33,0.23,42.9
2025-02-16,MIL009,Milton Orchard Road,Singapore,Singapore,610,470,273.74,210.91,128657.8,7.5,1.9,9.6,6.4,28,0.29,37.7
2025-02-16,MIL010,Milton Union Square,San Francisco,USA,450,278,257.7,159.2,71640.6,8.8,2.6,6.4,5.5,36,0.26,44.1
2025-02-17,MIL001,Milton Times Square,New York,USA,650,554,265.79,226.53,147247.66,8.7,2.5,9.8,5.2,36,0.27,42.5
2025-02-17,MIL002,Milton Marina Bay,Singapore,Singapore,720,586,263.5,214.46,154411.0,8.6,1.9,9.6,6.0,30,0.3,42.9
2025-02-17,MIL003,Milton Downtown Chicago,Chicago,USA,420,377,331.61,297.66,125016.97,8.6,1.9,10.1,5.8,37,0.24,45.0
2025-02-17,MIL004,Milton Hyde Park,London,UK,510,400,305.51,239.62,122204.0,9.1,2.1,10.1,6.1,34,0.23,41.7
2025-02-17,MIL005,Milton Shinjuku,Tokyo,Japan,680,523,265.15,203.93,138673.45,8.2,2.7,6.1,5.9,30,0.26,36.2
2025-02-17,MIL006,Milton Darling Harbour,Sydney,Australia,560,420,306.59,229.94,128767.8,9.9,1.7,8.9,7.2,30,0.29,42.0
2025-02-17,MIL007,Milton La Défense,Paris,France,480,369,243.64,187.3,89903.16,9.8,1.9,10.4,6.6,31,0.23,37.6
2025-02-17,MIL008,Milton Mitte,Berlin,Germany,390,306,192.68,151.18,58960.08,6.6,3.0,9.3,5.1,33,0.22,39.6
2025-02-17,MIL009,Milton Orchard Road,Singapore,Singapore,610,443,323.54,234.96,143328.22,8.1,2.1,6.0,6.3,36,0.27,43.1
2025-02-17,MIL010,Milton Union Square,San Francisco,USA,450,365,279.32,226.56,101951.8,8.9,1.8,9.9,6.5,30,0.3,44.6
2025-02-18,MIL001,Milton Times Square,New York,USA,650,582,271.34,242.95,157919.88,8.4,1.6,8.3,6.0,30,0.27,37.1
2025-02-18,MIL002,Milton Marina Bay,Singapore,Singapore,720,449,252.83,157.67,113520.67,8.3,2.1,7.4,5.3,31,0.23,39.6
2025-02-18,MIL003,Milton Downtown Chicago,Chicago,USA,420,320,270.82,206.34,86662.4,8.2,2.0,7.4,7.3,32,0.28,41.4
2025-02-18,MIL004,Milton Hyde Park,London,UK,510,419,243.05,199.68,101837.95,8.6,1.9,7.5,4.8,34,0.25,41.7
2025-02-18,MIL005,Milton Shinjuku,Tokyo,Japan,680,563,214.74,177.79,120898.62,8.2,1.5,6.7,5.2,29,0.27,39.8
2025-02-18,MIL006,Milton Darling Harbour,Sydney,Australia,560,466,232.21,193.23,108209.86,8.7,3.2,6.8,5.6,28,0.23,42.0
2025-02-18,MIL007,Milton La Défense,Paris,France,480,426,313.35,278.1,133487.1,9.1,2.4,8.0,5.2,28,0.26,38.8
2025-02-18,MIL008,Milton Mitte,Berlin,Germany,390,306,194.81,152.85,59611.86,8.8,3.1,10.5,5.5,36,0.29,45.0
2025-02-18,MIL009,Milton Orchard Road,Singapore,Singapore,610,549,226.39,203.75,124288.11,9.1,2.8,9.3,5.1,36,0.25,37.9
2025-02-18,MIL010,Milton Union Square,San Francisco,USA,450,292,309.96,201.13,90508.32,8.8,3.4,9.4,4.5,29,0.23,36.9
2025-02-19,MIL001,Milton Times Square,New York,USA,650,406,209.39,130.79,85012.34,9.5,2.1,7.8,5.5,32,0.27,40.4
2025-02-19,MIL002,Milton Marina Bay,Singapore,Singapore,720,596,188.14,155.74,112131.44,8.6,3.4,9.3,6.4,35,0.23,36.6
2025-02-19,MIL003,Milton Downtown Chicago,Chicago,USA,420,321,253.41,193.68,81344.61,8.0,3.2,8.6,5.6,28,0.27,37.0
2025-02-19,MIL004,Milton Hyde Park,London,UK,510,384,295.27,222.32,113383.68,9.1,2.5,6.7,6.9,31,0.24,40.2
2025-02-19,MIL005,Milton Shinjuku,Tokyo,Japan,680,515,280.63,212.54,144524.45,8.8,1.6,7.4,4.9,31,0.24,42.6
2025-02-19,MIL006,Milton Darling Harbour,Sydney,Australia,560,408,265.5,193.44,108324.0,8.7,2.9,9.1,6.6,36,0.24,38.7
2025-02-19,MIL007,Milton La Défense,Paris,France,480,333,293.84,203.85,97848.72,8.7,1.9,9.5,5.4,37,0.3,42.0
2025-02-19,MIL008,Milton Mitte,Berlin,Germany,390,338,245.25,212.55,82894.5,8.4,2.4,9.8,5.1,29,0.23,40.6
2025-02-19,MIL009,Milton Orchard Road,Singapore,Singapore,610,516,214.77,181.67,110821.32,9.0,3.0,6.6,5.7,37,0.3,41.4
2025-02-19,MIL010,Milton Union Square,San Francisco,USA,450,372,265.85,219.77,98896.2,8.7,2.2,6.6,6.5,37,0.28,43.2
2025-02-20,MIL001,Milton Times Square,New York,USA,650,450,252.5,174.81,113625.0,8.5,3.4,8.2,7.0,33,0.23,41.5
2025-02-20,MIL002,Milton Marina Bay,Singapore,Singapore,720,561,238.97,186.2,134062.17,9.1,2.1,7.7,7.2,33,0.26,43.4
2025-02-20,MIL003,Milton Downtown Chicago,Chicago,USA,420,372,263.25,233.16,97929.0,7.8,3.1,7.3,7.3,30,0.23,40.4
2025-02-20,MIL004,Milton Hyde Park,London,UK,510,397,192.51,149.86,76426.47,8.7,1.2,7.3,5.9,31,0.23,41.2
2025-02-20,MIL005,Milton Shinjuku,Tokyo,Japan,680,597,313.6,275.32,187219.2,8.1,2.3,10.0,5.9,29,0.23,44.5
2025-02-20,MIL006,Milton Darling Harbour,Sydney,Australia,560,420,221.62,166.22,93080.4,9.4,1.9,10.0,5.0,33,0.28,39.6
2025-02-20,MIL007,Milton La Défense,Paris,France,480,376,301.85,236.45,113495.6,8.8,3.4,10.1,5.9,31,0.27,42.1
2025-02-20,MIL008,Milton Mitte,Berlin,Germany,390,355,319.64,290.95,113472.2,8.7,1.6,7.5,6.6,30,0.26,44.7
2025-02-20,MIL009,Milton Orchard Road,Singapore,Singapore,610,506,266.41,220.99,134803.46,9.3,2.6,6.6,6.1,30,0.3,38.4
2025-02-20,MIL010,Milton Union Square,San Francisco,USA,450,393,287.19,250.81,112865.67,7.9,2.4,6.1,4.9,36,0.26,37.3
2025-02-21,MIL001,Milton Times Square,New York,USA,650,399,249.53,153.17,99562.47,8.4,3.4,9.6,5.3,32,0.29,39.2
2025-02-21,MIL002,Milton Marina Bay,Singapore,Singapore,720,551,316.77,242.42,174540.27,10.2,2.1,8.9,5.9,28,0.29,37.0
2025-02-21,MIL003,Milton Downtown Chicago,Chicago,USA,420,399,211.31,200.74,84312.69,8.3,2.9,6.6,6.5,36,0.29,41.2
2025-02-21,MIL004,Milton Hyde Park,London,UK,510,481,219.81,207.31,105728.61,8.4,2.0,8.4,5.1,37,0.29,36.3
2025-02-21,MIL005,Milton Shinjuku,Tokyo,Japan,680,626,273.65,251.92,171304.9,8.8,2.1,6.9,6.3,37,0.25,41.0
2025-02-21,MIL006,Milton Darling Harbour,Sydney,Australia,560,345,295.48,182.04,101940.6,8.5,3.2,6.8,7.2,29,0.23,41.9
2025-02-21,MIL007,Milton La Défense,Paris,France,480,404,155.63,130.99,62874.52,8.4,1.9,8.1,5.3,28,0.23,43.2
2025-02-21,MIL008,Milton Mitte,Berlin,Germany,390,310,294.11,233.78,91174.1,8.0,3.4,7.3,7.1,33,0.3,37.2
2025-02-21,MIL009,Milton Orchard Road,Singapore,Singapore,610,472,279.24,216.07,131801.28,8.7,2.4,9.6,6.7,34,0.25,43.1
2025-02-21,MIL010,Milton Union Square,San Francisco,USA,450,378,306.64,257.58,115909.92,8.8,2.7,9.6,7.2,35,0.28,44.7
2025-02-22,MIL001,Milton Times Square,New York,USA,650,523,273.24,219.85,142904.52,8.6,2.5,9.2,5.4,28,0.24,42.9
2025-02-22,MIL002,Milton Marina Bay,Singapore,Singapore,720,543,193.31,145.79,104967.33,7.9,2.1,7.7,6.5,31,0.22,40.0
2025-02-22,MIL003,Milton Downtown Chicago,Chicago,USA,420,266,253.56,160.59,67446.96,7.7,2.6,10.5,6.1,34,0.29,39.4
2025-02-22,MIL004,Milton Hyde Park,London,UK,510,378,236.53,175.31,89408.34,8.2,2.1,8.9,4.5,36,0.23,44.1
2025-02-22,MIL005,Milton Shinjuku,Tokyo,Japan,680,506,273.77,203.72,138527.62,8.1,3.3,7.4,5.5,37,0.22,37.7
2025-02-22,MIL006,Milton Darling Harbour,Sydney,Australia,560,473,336.98,284.63,159391.54,8.3,2.7,9.0,7.1,29,0.26,42.5
2025-02-22,MIL007,Milton La Défense,Paris,France,480,336,353.46,247.42,118762.56,8.5,1.5,7.9,5.0,35,0.29,39.5
2025-02-22,MIL008,Milton Mitte,Berlin,Germany,390,272,288.07,200.91,78355.04,8.7,2.4,10.5,4.9,36,0.26,36.2
2025-02-22,MIL009,Milton Orchard Road,Singapore,Singapore,610,505,254.32,210.54,128431.6,9.0,1.6,7.1,6.8,31,0.22,39.7
2025-02-22,MIL010,Milton Union Square,San Francisco,USA,450,313,292.67,203.57,91605.71,8.1,1.6,9.8,5.3,31,0.24,41.8
2025-02-23,MIL001,Milton Times Square,New York,USA,650,503,217.42,168.25,109362.26,9.2,1.4,9.7,5.0,28,0.24,36.9
2025-02-23,MIL002,Milton Marina Bay,Singapore,Singapore,720,537,273.62,204.07,146933.94,8.7,1.3,8.1,5.7,31,0.25,44.1
2025-02-23,MIL003,Milton Downtown Chicago,Chicago,USA,420,299,196.74,140.06,58825.26,7.7,1.4,6.5,5.4,36,0.23,42.7
2025-02-23,MIL004,Milton Hyde Park,London,UK,510,361,288.75,204.39,104238.75,8.5,2.2,6.8,7.5,29,0.27,41.1
2025-02-23,MIL005,Milton Shinjuku,Tokyo,Japan,680,563,253.83,210.16,142906.29,8.9,3.4,8.1,4.8,35,0.25,37.7
2025-02-23,MIL006,Milton Darling Harbour,Sydney,Australia,560,454,295.98,239.96,134374.92,8.7,1.6,9.8,5.8,29,0.29,44.7
2025-02-23,MIL007,Milton La Défense,Paris,France,480,325,211.12,142.95,68614.0,9.4,1.2,7.0,6.6,32,0.25,43.9
2025-02-23,MIL008,Milton Mitte,Berlin,Germany,390,287,279.24,205.49,80141.88,8.6,2.9,6.7,6.3,28,0.28,42.6
2025-02-23,MIL009,Milton Orchard Road,Singapore,Singapore,610,442,281.87,204.24,124586.54,8.0,3.4,9.0,4.8,29,0.27,40.3
2025-02-23,MIL010,Milton Union Square,San Francisco,USA,450,371,219.44,180.92,81412.24,9.3,2.7,6.8,6.1,37,0.27,36.4
2025-02-24,MIL001,Milton Times Square,New York,USA,650,524,340.55,274.54,178448.2,8.2,1.6,9.9,7.1,32,0.23,44.0
2025-02-24,MIL002,Milton Marina Bay,Singapore,Singapore,720,521,133.09,96.31,69339.89,8.3,2.1,7.6,6.1,34,0.26,44.1
2025-02-24,MIL003,Milton Downtown Chicago,Chicago,USA,420,359,180.5,154.28,64799.5,9.3,1.4,6.8,6.9,29,0.27,44.7
2025-02-24,MIL004,Milton Hyde Park,London,UK,510,355,198.66,138.28,70524.3,8.8,1.9,9.7,5.6,35,0.28,40.5
2025-02-24,MIL005,Milton Shinjuku,Tokyo,Japan,680,484,307.43,218.82,148796.12,9.9,1.6,7.2,6.5,34,0.26,43.2
2025-02-24,MIL006,Milton Darling Harbour,Sydney,Australia,560,446,306.7,244.26,136788.2,8.7,2.9,7.4,5.7,34,0.29,37.6
2025-02-24,MIL007,Milton La Défense,Paris,France,480,324,261.8,176.72,84823.2,9.3,1.4,9.0,7.2,37,0.24,42.7
2025-02-24,MIL008,Milton Mitte,Berlin,Germany,390,259,294.73,195.73,76335.07,8.6,1.7,10.2,6.1,28,0.26,38.9
2025-02-24,MIL009,Milton Orchard Road,Singapore,Singapore,610,496,180.27,146.58,89413.92,7.2,1.4,9.6,5.9,36,0.29,38.9
2025-02-24,MIL010,Milton Union Square,San Francisco,USA,450,245,241.8,131.65,59241.0,8.9,2.8,6.1,4.6,33,0.23,44.7
2025-02-25,MIL001,Milton Times Square,New York,USA,650,526,294.8,238.56,155064.8,8.6,2.1,8.2,5.0,33,0.25,44.5
2025-02-25,MIL002,Milton Marina Bay,Singapore,Singapore,720,528,264.73,194.14,139777.44,9.1,2.7,6.6,5.2,37,0.28,37.7
2025-02-25,MIL003,Milton Downtown Chicago,Chicago,USA,420,357,265.11,225.34,94644.27,8.1,3.4,8.1,5.8,30,0.29,43.6
2025-02-25,MIL004,Milton Hyde Park,London,UK,510,370,241.88,175.48,89495.6,8.7,2.2,6.8,4.9,31,0.23,44.6
2025-02-25,MIL005,Milton Shinjuku,Tokyo,Japan,680,522,235.65,180.9,123009.3,9.0,1.4,8.5,6.8,37,0.28,36.9
2025-02-25,MIL006,Milton Darling Harbour,Sydney,Australia,560,387,270.56,186.98,104706.72,8.4,1.7,8.0,7.4,36,0.29,43.7
2025-02-25,MIL007,Milton La Défense,Paris,France,480,441,290.94,267.3,128304.54,9.1,1.8,6.5,6.2,31,0.27,41.0
2025-02-25,MIL008,Milton Mitte,Berlin,Germany,390,241,212.94,131.59,51318.54,8.8,2.2,9.7,5.4,32,0.26,43.8
2025-02-25,MIL009,Milton Orchard Road,Singapore,Singapore,610,431,272.77,192.73,117563.87,8.8,2.9,8.1,6.8,32,0.28,43.9
2025-02-25,MIL010,Milton Union Square,San Francisco,USA,450,358,254.9,202.79,91254.2,9.3,3.2,6.5,4.8,33,0.27,37.4
2025-02-26,MIL001,Milton Times Square,New York,USA,650,448,257.2,177.27,115225.6,9.3,2.9,7.7,7.5,34,0.29,42.0
2025-02-26,MIL002,Milton Marina Bay,Singapore,Singapore,720,583,157.96,127.9,92090.68,8.9,2.8,8.7,6.4,31,0.25,41.0
2025-02-26,MIL003,Milton Downtown Chicago,Chicago,USA,420,347,287.79,237.77,99863.13,8.5,1.3,6.0,5.2,35,0.29,39.5
2025-02-26,MIL004,Milton Hyde Park,London,UK,510,372,338.93,247.22,126081.96,9.0,3.4,10.1,4.7,30,0.22,41.5
2025-02-26,MIL005,Milton Shinjuku,Tokyo,Japan,680,461,309.93,210.11,142877.73,8.6,3.5,6.0,4.8,31,0.22,43.0
2025-02-26,MIL006,Milton Darling Harbour,Sydney,Australia,560,501,278.94,249.55,139748.94,8.7,2.6,7.9,6.9,30,0.24,41.9
2025-02-26,MIL007,Milton La Défense,Paris,France,480,326,246.43,167.37,80336.18,8.2,3.3,7.8,6.6,37,0.29,40.6
2025-02-26,MIL008,Milton Mitte,Berlin,Germany,390,370,222.87,211.44,82461.9,9.7,2.7,7.2,5.8,30,0.22,41.3
2025-02-26,MIL009,Milton Orchard Road,Singapore,Singapore,610,464,197.59,150.3,91681.76,8.1,1.3,8.3,7.0,28,0.25,42.0
2025-02-26,MIL010,Milton Union Square,San Francisco,USA,450,373,243.73,202.03,90911.29,8.4,2.4,10.3,5.4,32,0.25,44.1
2025-02-27,MIL001,Milton Times Square,New York,USA,650,514,226.31,178.96,116323.34,8.2,2.1,7.6,6.3,35,0.29,39.7
2025-02-27,MIL002,Milton Marina Bay,Singapore,Singapore,720,669,280.11,260.27,187393.59,8.8,3.3,9.2,6.4,33,0.23,37.1
2025-02-27,MIL003,Milton Downtown Chicago,Chicago,USA,420,275,257.66,168.71,70856.5,9.8,2.4,6.2,4.7,29,0.23,44.9
2025-02-27,MIL004,Milton Hyde Park,London,UK,510,448,201.66,177.14,90343.68,8.1,1.3,8.9,6.5,29,0.29,43.2
2025-02-27,MIL005,Milton Shinjuku,Tokyo,Japan,680,524,189.46,146.0,99277.04,7.5,3.1,6.5,5.7,32,0.26,43.8
2025-02-27,MIL006,Milton Darling Harbour,Sydney,Australia,560,404,248.05,178.95,100212.2,8.6,2.6,6.8,4.7,32,0.24,39.3
2025-02-27,MIL007,Milton La Défense,Paris,France,480,354,249.22,183.8,88223.88,8.4,3.4,7.5,6.6,36,0.24,42.7
2025-02-27,MIL008,Milton Mitte,Berlin,Germany,390,306,237.11,186.04,72555.66,9.1,3.5,6.1,5.2,35,0.24,42.3
2025-02-27,MIL009,Milton Orchard Road,Singapore,Singapore,610,505,258.82,214.27,130704.1,7.9,2.4,8.9,5.9,33,0.25,40.7
2025-02-27,MIL010,Milton Union Square,San Francisco,USA,450,331,259.99,191.24,86056.69,9.1,1.8,9.4,5.5,36,0.22,39.0
2025-02-28,MIL001,Milton Times Square,New York,USA,650,433,330.64,220.26,143167.12,8.7,1.9,9.2,6.4,35,0.27,37.5
2025-02-28,MIL002,Milton Marina Bay,Singapore,Singapore,720,639,213.97,189.9,136726.83,9.7,2.3,10.1,5.6,34,0.25,36.9
2025-02-28,MIL003,Milton Downtown Chicago,Chicago,USA,420,399,211.83,201.24,84520.17,7.7,3.1,6.1,5.4,36,0.29,39.7
2025-02-28,MIL004,Milton Hyde Park,London,UK,510,324,252.89,160.66,81936.36,8.8,1.7,9.8,7.2,30,0.22,36.8
2025-02-28,MIL005,Milton Shinjuku,Tokyo,Japan,680,589,224.34,194.32,132136.26,6.9,2.5,10.0,4.8,34,0.29,37.9
2025-02-28,MIL006,Milton Darling Harbour,Sydney,Australia,560,474,282.51,239.12,133909.74,9.2,1.2,7.0,6.3,33,0.26,38.1
2025-02-28,MIL007,Milton La Défense,Paris,France,480,318,299.59,198.48,95269.62,7.8,2.7,6.4,5.1,30,0.23,37.9
2025-02-28,MIL008,Milton Mitte,Berlin,Germany,390,252,326.94,211.25,82388.88,9.1,2.7,8.1,4.7,37,0.23,42.0
2025-02-28,MIL009,Milton Orchard Road,Singapore,Singapore,610,491,284.1,228.68,139493.1,8.3,1.3,8.8,6.3,35,0.22,43.4
2025-02-28,MIL010,Milton Union Square,San Francisco,USA,450,303,231.17,155.65,70044.51,9.0,2.0,8.9,6.0,29,0.23,43.0
2025-03-01,MIL001,Milton Times Square,New York,USA,650,486,245.33,183.43,119230.38,8.9,2.6,8.2,6.2,34,0.3,38.0
